Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month;image_path
Justicia;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;90.0;200.0;70.0;4;15;3;1125;13;17;25;284;80;91.0;9.0;10.0;9.0;9.0;10.0;9.0;strict;2.66;model/images\image-4301295.jpg
Media Legua;Moratalaz;Apartment;Entire home/apt;8;2.0;3.0;3.0;110.0;100.0;50.0;6;20;3;1125;15;42;62;337;17;98.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.68;model/images\image-1737408.jpg
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;1.0;68.0;200.0;40.0;2;15;3;1125;11;32;55;273;15;88.0;9.0;10.0;9.0;9.0;9.0;9.0;strict;0.29;model/images\image-446750.jpg
Palos de Moguer;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;25.0;100.0;;1;5;2;1125;23;53;83;358;8;90.0;9.0;8.0;9.0;9.0;9.0;9.0;moderate;0.25;model/images\image-3687295.jpg
Estrella;Retiro;House;Private room;2;2.0;3.0;3.0;40.0;;;1;0;2;1125;1;18;48;139;0;;;;;;;;flexible;;model/images\image-17700530.jpg
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;70.0;100.0;30.0;4;10;2;90;0;2;22;297;121;85.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;3.05;model/images\image-2020279.jpg
Cuatro Caminos;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;65.0;85.0;20.0;1;0;2;1125;29;59;89;364;2;90.0;7.0;8.0;10.0;9.0;10.0;8.0;flexible;0.35;model/images\image-13674314.jpg
San Isidro;Carabanchel;Apartment;Private room;2;0.0;1.0;2.0;25.0;;5.0;1;0;4;30;15;45;57;119;66;87.0;9.0;9.0;9.0;9.0;8.0;9.0;strict;0.99;model/images\image-240128.jpg
Justicia;Centro;Hostel;Private room;2;3.0;3.0;3.0;85.0;;;1;0;1;3;15;45;75;165;0;;;;;;;;flexible;;model/images\image-18100901.jpg
Acacias;Arganzuela;Apartment;Entire home/apt;2;0.5;0.0;2.0;30.0;;25.0;2;0;5;1125;12;20;29;259;15;81.0;8.0;8.0;9.0;9.0;9.0;9.0;strict;1.51;model/images\image-12817021.jpg
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;59.0;;;1;0;1;1125;10;13;33;306;147;89.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.32;model/images\image-1189916.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;2.0;0.0;3.0;133.0;250.0;37.0;2;12;2;1125;8;21;34;301;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.13;model/images\image-15994331.jpg
Sol;Centro;Apartment;Private room;2;1.0;2.0;1.0;30.0;;10.0;1;0;2;8;0;0;0;0;1;;;;;;;;flexible;0.27;model/images\image-16424195.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;80.0;250.0;40.0;2;15;1;1125;1;6;18;293;54;94.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;5.08;model/images\image-13136395.jpg
Palacio;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;100.0;;20.0;4;10;3;1125;0;5;15;112;5;92.0;9.0;8.0;10.0;10.0;10.0;10.0;moderate;0.37;model/images\image-11121053.jpg
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;23.0;100.0;10.0;2;10;1;1125;1;15;36;305;129;85.0;8.0;8.0;9.0;9.0;10.0;9.0;flexible;4.83;model/images\image-4742118.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;5;2.0;2.0;3.0;81.0;100.0;20.0;1;0;3;1125;13;24;35;173;5;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.57;model/images\image-17352455.jpg
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;50.0;;20.0;5;20;2;35;7;16;41;194;16;78.0;8.0;10.0;9.0;10.0;10.0;9.0;strict;4.17;model/images\image-16228794.jpg
Simancas;San Blas - Canillejas;Loft;Entire home/apt;4;1.0;1.0;2.0;58.0;;20.0;2;9;3;1125;0;13;21;21;72;98.0;10.0;9.0;10.0;10.0;9.0;10.0;strict;3.72;model/images\image-8216240.jpg
Universidad;Centro;House;Entire home/apt;4;1.0;1.0;1.0;69.0;150.0;29.0;2;10;2;1125;6;20;39;129;10;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;3.0;model/images\image-16356985.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;2;1.0;0.0;1.0;60.0;;20.0;1;0;15;1125;11;13;38;129;38;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.14;model/images\image-8639735.jpg
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;80.0;150.0;40.0;1;0;3;21;5;23;38;308;65;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.6;model/images\image-1659406.jpg
Pacífico;Retiro;Apartment;Entire home/apt;5;2.0;3.0;3.0;121.0;200.0;48.0;1;11;4;1125;11;34;64;339;11;89.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;0.4;model/images\image-2760065.jpg
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;65.0;;;1;0;2;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-9658656.jpg
Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;23.0;;;1;5;2;1125;0;0;0;3;0;;;;;;;;flexible;;model/images\image-17888102.jpg
Vinateros;Moratalaz;Apartment;Entire home/apt;8;2.0;4.0;4.0;140.0;100.0;50.0;8;20;3;365;9;27;48;297;26;95.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.53;model/images\image-847273.jpg
Embajadores;Centro;Apartment;Private room;4;1.0;1.0;2.0;55.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-9817606.jpg
Palacio;Centro;Apartment;Private room;2;1.0;1.0;2.0;75.0;;;1;28;2;6;18;48;78;353;0;;;;;;;;moderate;;model/images\image-17798481.jpg
Cortes;Centro;Apartment;Private room;2;1.5;1.0;1.0;37.0;;5.0;2;20;1;1125;2;19;44;319;86;88.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;5.27;model/images\image-5461803.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;58.0;100.0;30.0;1;25;2;30;18;42;42;140;29;89.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;2.93;model/images\image-13360726.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;49.0;100.0;28.0;2;8;2;30;7;25;55;56;70;93.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;5.2;model/images\image-8920671.jpg
Acacias;Arganzuela;House;Private room;7;1.0;3.0;7.0;20.0;100.0;20.0;1;20;4;1125;0;0;0;0;5;68.0;7.0;7.0;9.0;9.0;8.0;8.0;strict;0.13;model/images\image-369233.jpg
Justicia;Centro;Other;Private room;2;1.0;1.0;2.0;45.0;;;1;0;2;1125;0;0;0;97;6;77.0;8.0;8.0;9.0;9.0;9.0;7.0;moderate;0.44;model/images\image-11426850.jpg
Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;32.0;200.0;30.0;1;0;7;1125;0;6;36;311;0;;;;;;;;strict;;model/images\image-18087550.jpg
Arapiles;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;59.0;;20.0;1;0;2;1125;12;30;45;317;2;90.0;9.0;9.0;10.0;10.0;10.0;8.0;moderate;1.43;model/images\image-16851847.jpg
Justicia;Centro;Apartment;Private room;2;3.0;1.0;1.0;25.0;;15.0;1;5;10;1125;0;0;6;48;0;;;;;;;;strict;;model/images\image-3811069.jpg
Peñagrande;Fuencarral - El Pardo;Apartment;Entire home/apt;8;2.0;1.0;6.0;94.0;500.0;75.0;2;11;6;365;0;4;34;309;0;;;;;;;;strict;;model/images\image-17114081.jpg
Legazpi;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;75.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-10992119.jpg
Chopera;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;30.0;;;1;0;15;30;0;0;0;0;0;;;;;;;;flexible;;model/images\image-13810790.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;90.0;150.0;30.0;1;0;5;1000;5;14;32;305;27;98.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;0.86;model/images\image-853804.jpg
Universidad;Centro;Apartment;Private room;2;2.0;1.0;1.0;35.0;;10.0;1;0;1;1125;25;55;85;85;0;;;;;;;;flexible;;model/images\image-17549417.jpg
Peñagrande;Fuencarral - El Pardo;House;Private room;1;1.0;1.0;1.0;21.0;100.0;;1;0;2;30;11;41;66;248;3;80.0;9.0;9.0;10.0;9.0;7.0;9.0;strict;0.52;model/images\image-4197765.jpg
Arcos;San Blas - Canillejas;House;Entire home/apt;2;1.0;1.0;1.0;35.0;;;1;0;3;1125;3;3;3;3;0;;;;;;;;flexible;;model/images\image-18051043.jpg
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;6;2.0;2.0;4.0;95.0;150.0;30.0;4;15;1;1125;6;17;24;255;20;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.78;model/images\image-12644092.jpg
El Viso;Chamartín;Apartment;Private room;3;1.0;1.0;1.0;60.0;;10.0;2;20;1;1125;15;38;62;337;12;85.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;2.28;model/images\image-15800393.jpg
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;3.0;6.0;160.0;;15.0;1;0;2;1125;7;23;36;298;3;73.0;9.0;9.0;10.0;9.0;10.0;9.0;flexible;0.73;model/images\image-16023236.jpg
Universidad;Centro;Bed & Breakfast;Private room;2;2.0;1.0;1.0;31.0;;;1;0;2;1125;4;26;45;133;41;84.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;3.75;model/images\image-12103267.jpg
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;90.0;;15.0;1;0;1;20;4;7;14;247;0;;;;;;;;strict;;model/images\image-15750166.jpg
Aguilas;Latina;House;Private room;2;1.0;1.0;2.0;20.0;;15.0;1;5;1;1125;17;44;71;136;0;;;;;;;;moderate;;model/images\image-17106771.jpg
Pinar del Rey;Hortaleza;Apartment;Private room;2;1.0;1.0;1.0;25.0;;;1;15;3;1125;28;58;88;363;6;100.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.37;model/images\image-9589778.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;64.0;200.0;29.0;2;15;2;1125;8;18;35;310;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;model/images\image-17631598.jpg
Embajadores;Centro;Apartment;Entire home/apt;6;2.0;3.0;5.0;150.0;90.0;30.0;3;25;1;1125;7;13;27;282;50;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.37;model/images\image-9884691.jpg
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;45.0;200.0;20.0;1;0;2;365;14;32;57;185;47;89.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;1.88;model/images\image-5654704.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;90.0;200.0;20.0;2;15;1;1125;5;12;31;304;1;100.0;10.0;6.0;10.0;10.0;10.0;10.0;moderate;0.29;model/images\image-15923244.jpg
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;40.0;;15.0;1;10;2;1125;1;8;28;303;75;91.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.98;model/images\image-7845889.jpg
Guindalera;Salamanca;Apartment;Private room;2;2.0;1.0;2.0;19.0;;;1;16;2;365;1;14;44;319;10;78.0;9.0;8.0;8.0;9.0;8.0;8.0;strict;0.74;model/images\image-10809653.jpg
Sol;Centro;Apartment;Entire home/apt;5;1.0;1.0;4.0;110.0;100.0;30.0;3;20;3;1125;8;26;42;312;29;91.0;9.0;10.0;10.0;10.0;9.0;10.0;strict;3.27;model/images\image-13890249.jpg
Sol;Centro;Apartment;Entire home/apt;8;2.0;3.0;6.0;180.0;150.0;50.0;4;14;3;90;11;25;37;312;19;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.05;model/images\image-11995217.jpg
Sol;Centro;Apartment;Private room;2;5.0;1.0;1.0;32.0;200.0;;1;0;4;1125;0;0;10;10;0;;;;;;;;strict;;model/images\image-6038957.jpg
Lista;Salamanca;Apartment;Private room;2;1.0;1.0;2.0;29.0;100.0;40.0;1;15;2;1125;10;33;63;338;40;93.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;0.79;model/images\image-817734.jpg
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;20.0;;;1;7;1;1125;16;43;73;348;63;91.0;10.0;10.0;9.0;10.0;9.0;9.0;flexible;4.3;model/images\image-10431741.jpg
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;25.0;;5.0;1;5;2;1125;9;39;69;344;0;;;;;;;;strict;;model/images\image-17792060.jpg
Concepción;Ciudad Lineal;Condominium;Private room;2;1.0;1.0;1.0;18.0;;6.0;1;12;1;7;27;55;82;357;3;93.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;3.0;model/images\image-16567678.jpg
Embajadores;Centro;Apartment;Entire home/apt;9;3.0;4.0;9.0;190.0;300.0;40.0;4;20;4;1125;7;21;42;312;58;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.38;model/images\image-5371540.jpg
Chopera;Arganzuela;Apartment;Private room;3;2.0;1.0;3.0;22.0;;;1;10;1;1125;0;0;0;188;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.16;model/images\image-15245145.jpg
El Viso;Chamartín;Apartment;Entire home/apt;4;1.0;1.0;2.0;85.0;150.0;20.0;2;10;3;1125;0;0;0;246;4;95.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;0.37;model/images\image-12690974.jpg
Palacio;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;110.0;150.0;60.0;4;10;3;1125;0;0;0;252;3;93.0;9.0;8.0;9.0;10.0;9.0;9.0;flexible;0.57;model/images\image-15472850.jpg
Cortes;Centro;Apartment;Private room;1;1.0;1.0;1.0;25.0;;10.0;1;0;1;4;14;41;71;346;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.88;model/images\image-12691130.jpg
Sol;Centro;Apartment;Entire home/apt;7;1.0;2.0;5.0;119.0;;35.0;4;15;2;1125;7;31;57;157;58;91.0;9.0;10.0;9.0;10.0;10.0;9.0;strict;4.44;model/images\image-11568010.jpg
Prosperidad;Chamartín;Apartment;Private room;1;1.0;1.0;1.0;23.0;;;1;0;1;7;13;43;73;73;10;88.0;9.0;8.0;10.0;10.0;9.0;9.0;flexible;1.43;model/images\image-14740998.jpg
Vista Alegre;Carabanchel;Apartment;Entire home/apt;8;2.0;3.0;6.0;72.0;;;4;15;3;60;0;11;25;268;21;98.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;0.5;model/images\image-1287567.jpg
Abrantes;Carabanchel;Apartment;Private room;2;2.0;1.0;4.0;25.0;;;1;0;1;1125;20;50;80;170;0;;;;;;;;flexible;;model/images\image-18083831.jpg
Palacio;Centro;Apartment;Entire home/apt;5;1.5;2.0;3.0;90.0;200.0;25.0;2;15;4;90;5;14;29;294;23;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.38;model/images\image-9262393.jpg
Valdefuentes;Hortaleza;Bed & Breakfast;Private room;2;2.0;1.0;1.0;30.0;;10.0;1;12;1;180;30;60;90;365;4;100.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;0.17;model/images\image-686041.jpg
Puerta del Angel;Latina;House;Private room;2;2.0;1.0;1.0;18.0;100.0;;1;12;2;1125;1;25;55;234;9;93.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;3.46;model/images\image-16488267.jpg
Arcos;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;1.0;15.0;;;1;7;1;30;2;12;12;12;181;90.0;10.0;9.0;9.0;10.0;9.0;9.0;flexible;6.7;model/images\image-4843020.jpg
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;2.0;22.0;100.0;10.0;1;15;3;30;13;32;62;62;31;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.74;model/images\image-8666776.jpg
Justicia;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;90.0;200.0;70.0;4;20;3;1125;4;11;27;273;56;89.0;10.0;9.0;9.0;9.0;9.0;9.0;strict;2.19;model/images\image-5371564.jpg
Portazgo;Puente de Vallecas;Apartment;Shared room;2;1.0;1.0;1.0;15.0;100.0;10.0;1;6;2;1125;19;43;49;49;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;moderate;1.0;model/images\image-16803639.jpg
Palacio;Centro;House;Private room;2;1.0;1.0;2.0;32.0;;16.0;1;18;1;1125;30;60;90;365;21;82.0;8.0;9.0;9.0;9.0;10.0;8.0;strict;0.67;model/images\image-3858506.jpg
San Diego;Puente de Vallecas;House;Private room;1;1.0;1.0;1.0;23.0;;;1;0;2;1125;2;8;38;313;4;95.0;9.0;10.0;10.0;10.0;9.0;9.0;flexible;1.56;model/images\image-16460104.jpg
Universidad;Centro;Apartment;Entire home/apt;7;1.0;3.0;5.0;50.0;200.0;30.0;4;20;1;1125;0;0;0;96;2;80.0;9.0;9.0;9.0;8.0;10.0;10.0;strict;0.24;model/images\image-13522183.jpg
Argüelles;Moncloa - Aravaca;Apartment;Private room;2;2.0;1.0;1.0;40.0;;8.0;1;5;2;1125;0;0;0;0;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.6;model/images\image-12229807.jpg
Alameda de Osuna;Barajas;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;0;5;1125;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;model/images\image-17805699.jpg
Universidad;Centro;Apartment;Entire home/apt;6;1.5;1.0;4.0;75.0;200.0;30.0;4;20;3;1125;9;28;54;329;53;93.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;2.4;model/images\image-6312107.jpg
Timón;Barajas;Apartment;Entire home/apt;4;1.0;2.0;2.0;57.0;100.0;15.0;3;10;2;1125;4;7;26;95;73;93.0;9.0;9.0;9.0;10.0;9.0;9.0;moderate;7.47;model/images\image-354692.jpg
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;19.0;;;1;17;1;365;0;0;0;249;15;80.0;8.0;8.0;9.0;9.0;9.0;8.0;strict;0.44;model/images\image-887754.jpg
Recoletos;Salamanca;Apartment;Entire home/apt;3;1.0;0.0;2.0;70.0;150.0;30.0;2;15;2;1125;7;15;32;292;36;87.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;3.28;model/images\image-12510355.jpg
Abrantes;Carabanchel;Apartment;Private room;1;2.0;1.0;1.0;16.0;;;1;20;2;29;11;41;68;343;27;96.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.42;model/images\image-7031649.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;55.0;;15.0;1;0;2;1125;2;5;9;9;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;3.0;model/images\image-14120330.jpg
Nueva España;Chamartín;Apartment;Private room;2;1.0;1.0;1.0;45.0;;;1;0;2;30;30;60;90;365;14;94.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;0.45;model/images\image-1404038.jpg
Embajadores;Centro;Bed & Breakfast;Private room;1;2.0;1.0;1.0;28.0;;15.0;1;0;3;1125;29;59;89;364;21;91.0;9.0;9.0;9.0;10.0;10.0;9.0;strict;0.88;model/images\image-3824925.jpg
Imperial;Arganzuela;House;Private room;2;1.0;1.0;2.0;20.0;;;1;20;2;300;4;18;48;323;14;94.0;9.0;9.0;10.0;10.0;10.0;10.0;strict;0.59;model/images\image-2487413.jpg
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;49.0;91.0;12.0;2;10;1;1125;8;25;33;284;143;89.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;5.02;model/images\image-4721837.jpg
Fuente del Berro;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;75.0;150.0;40.0;2;15;3;1125;9;39;69;160;0;;;;;;;;strict;;model/images\image-18028432.jpg
Simancas;San Blas - Canillejas;Apartment;Entire home/apt;3;2.0;2.0;2.0;45.0;;30.0;1;10;4;31;7;10;16;258;147;95.0;10.0;9.0;9.0;9.0;9.0;10.0;moderate;2.79;model/images\image-797030.jpg
Palacio;Centro;House;Entire home/apt;6;1.0;2.0;4.0;105.0;100.0;;4;20;2;1125;8;27;49;321;34;92.0;10.0;9.0;10.0;10.0;9.0;9.0;flexible;1.92;model/images\image-8405224.jpg
Ciudad Jardín;Chamartín;Loft;Entire home/apt;4;1.0;0.0;2.0;80.0;;15.0;1;0;2;1125;0;0;0;251;33;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;2.0;model/images\image-9510245.jpg
Guindalera;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;19.0;;;1;0;1;365;0;0;4;279;31;85.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;0.87;model/images\image-1947685.jpg
Valverde;Fuencarral - El Pardo;Apartment;Private room;1;1.0;1.0;1.0;25.0;;;1;0;1;1125;29;59;89;364;6;97.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;0.46;model/images\image-783647.jpg
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;59.0;100.0;19.0;2;19;1;1125;0;8;20;295;15;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.02;model/images\image-15562768.jpg
Casco Histórico de Vallecas;Villa de Vallecas;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;100.0;;1;0;3;30;0;0;0;0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.13;model/images\image-6188369.jpg
Los Rosales;Villaverde;Condominium;Entire home/apt;10;1.0;3.0;7.0;100.0;;20.0;3;0;1;1125;0;18;43;316;16;85.0;9.0;8.0;10.0;10.0;9.0;9.0;strict;1.71;model/images\image-13180211.jpg
Palacio;Centro;Loft;Entire home/apt;2;1.0;0.0;2.0;59.0;;12.0;2;0;1;16;10;28;55;56;2;80.0;7.0;9.0;9.0;9.0;10.0;7.0;flexible;0.61;model/images\image-16390073.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;50.0;150.0;;2;0;5;1125;2;7;29;29;56;87.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;2.5;model/images\image-6631493.jpg
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;73.0;200.0;35.0;2;12;1;1125;0;12;37;300;54;98.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;5.11;model/images\image-13190733.jpg
Embajadores;Centro;Apartment;Entire home/apt;10;3.0;4.0;6.0;180.0;300.0;50.0;6;30;3;365;0;0;0;176;62;86.0;8.0;8.0;9.0;9.0;10.0;9.0;strict;1.12;model/images\image-646943.jpg
Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;19.0;;10.0;1;12;1;1125;28;58;88;363;7;100.0;9.0;10.0;10.0;10.0;8.0;10.0;flexible;0.29;model/images\image-5372821.jpg
Ibiza;Retiro;Condominium;Entire home/apt;5;1.0;1.0;2.0;90.0;200.0;;4;10;2;1125;8;10;16;288;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.14;model/images\image-9788198.jpg
Los Rosales;Villaverde;Apartment;Private room;4;1.0;1.0;3.0;30.0;;;3;10;1;1125;18;41;59;332;3;100.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;0.26;model/images\image-12431208.jpg
Sol;Centro;House;Private room;1;1.0;4.0;3.0;95.0;150.0;;1;0;1;1125;0;6;36;311;4;90.0;8.0;9.0;10.0;10.0;10.0;9.0;moderate;0.4;model/images\image-3430791.jpg
Hispanoamérica;Chamartín;Apartment;Entire home/apt;4;1.0;1.0;2.0;120.0;;;1;0;4;1125;0;0;0;251;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.09;model/images\image-14943516.jpg
Apostol Santiago;Hortaleza;Apartment;Entire home/apt;2;1.0;0.0;1.0;75.0;200.0;15.0;2;20;1;1125;24;54;84;174;2;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.43;model/images\image-16016626.jpg
Sol;Centro;House;Private room;2;1.0;1.0;1.0;49.0;;15.0;1;0;2;1125;9;31;61;61;62;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.04;model/images\image-12021377.jpg
Goya;Salamanca;Apartment;Entire home/apt;3;1.0;1.0;1.0;39.0;;;1;0;1;1125;0;0;6;95;0;;;;;;;;flexible;;model/images\image-17900502.jpg
Simancas;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;1.0;18.0;;;2;0;1;15;0;0;13;13;3;93.0;10.0;10.0;10.0;9.0;8.0;10.0;moderate;2.09;model/images\image-17022980.jpg
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;46.0;;25.0;1;0;1;1125;5;12;27;299;98;80.0;8.0;9.0;9.0;9.0;10.0;8.0;strict;3.79;model/images\image-5276564.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;60.0;;30.0;3;20;2;365;12;37;59;334;34;89.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;1.23;model/images\image-4566776.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;0.0;1.0;95.0;;;2;20;3;1125;10;10;36;311;1;;;;;;;;strict;0.08;model/images\image-10913935.jpg
Embajadores;Centro;Earth House;Shared room;2;1.0;1.0;2.0;22.0;;5.0;1;0;1;4;15;15;15;105;20;85.0;9.0;8.0;9.0;9.0;10.0;9.0;strict;5.04;model/images\image-16122949.jpg
Prosperidad;Chamartín;Apartment;Private room;2;1.0;1.0;1.0;34.0;;;1;10;1;1125;15;25;55;330;16;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.64;model/images\image-15318138.jpg
Lista;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;90.0;700.0;15.0;2;10;2;1125;1;5;27;302;49;88.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;1.17;model/images\image-1569343.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;55.0;;;1;0;2;1125;8;20;50;325;7;83.0;9.0;9.0;9.0;9.0;9.0;8.0;moderate;0.73;model/images\image-1926557.jpg
Almagro;Chamberí;Bed & Breakfast;Private room;1;0.0;1.0;1.0;33.0;;25.0;1;0;2;200;30;60;90;365;9;68.0;7.0;8.0;8.0;9.0;9.0;7.0;moderate;0.49;model/images\image-8532086.jpg
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;90.0;;15.0;2;15;2;1125;3;17;31;263;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;3.0;model/images\image-17820059.jpg
